Question,Count,Answered,Rating
how much is tuition for a biology major,1,true,bad
how much is tuition for college of pharmacy and health sciences,1,true,
how many credits is needed for college of pharmacy and health sciences,1,true,
how to i do application for housing completion,1,true,
how much is tuition per year for the college of pharmacy and health sciences before aid,1,true,
how much is tuition per year for the criminal justice program,1,true,
how much is tuition for the school of law jd program per year,1,true,
how to apply as a international student,1,true,
is that also a collage,1,true,
i am trying to check my finacial aid status,1,true,
internaional admission office working hour,1,true,
is there an accelerated nursing program,2,false,
where do i find my student id number,2,true,good
how long is the program,1,true,
what gpa do you need to be suma cum laude,1,true,
hi how do you join a group,1,true,
do you have early childhood education program,1,true,good
is it automatic or do i have to fill something out,1,false,
does st johns take ap credit,1,true,
i did that and it doesnt work,1,true,
how do i get up my id card,1,true,
is this school free,1,false,
where can i buy merch,1,false,
where can i get st johns apparel,1,true,
take to student portal,1,true,
civil engineering,1,false,
where to pick up diploma,1,true,
how many year take on llm degree,1,true,
how can i speak to a financial counselor,1,true,
masters cyber security for international student,1,true,
where can i see my conversations,1,true,
how can i log in,3,true,
international students deadline,1,true,
it wont allow me to unlock my account,1,true,
what is the tuition due date for summer classes,1,true,
when is the tuition due for fall 2024,1,true,good
promo code for apparel,1,false,
lockdown browser,4,true,
i need to pay for summer class,1,true,
when are my final exams,1,true,
how do i get a selfselection appointment,1,true,good
how long would that take,1,false,
respondus lockdown,1,true,
appoitment with academic advisor,1,true,
how do i pick my roommates,1,true,
can i speak to a real person,2,true,
i want to apply to undergraduate studies,1,true,
legal studies,1,true,
i want to log in,1,false,
it is not allowing me,1,true,
how do i cancel my enrollment deposit,1,true,bad
i forgot the password to my security question,1,true,
you are a life saver,1,true,
i dont know my password for sign on,1,true,
how do you unlock sign on account,1,true,
undergraduate tuition queens,2,true,
are you still accepting applications for fall 2024,2,false,
i want to login,1,false,
what if i dont have my id card,1,true,
what is the full tuition for completing the physician assistant program,1,true,
is the resident and nonresident tuition different,1,false,
host an event,1,true,
i received college credit here and want to get a copy of my transcript from a few years ago,1,true,
how can i know if i pass or fail the class,1,true,
how do i complete the housing application,1,false,
how do i make a uconnect account,1,true,
what is my email and password,1,true,
what is the calling hours,1,true,
how can i receive my previous diploma,1,true,
i paid for housing but what if i cant find a roommate,1,false,
how do you get an appointment,1,true,
and what if i cant find a roommate,1,true,
can someone contact me with additional information,1,false,
more help,3,true,
i want to view the courses i have taken,1,true,
help me to change my security question,1,true,
hey i am becoming a visiting student i would like to know how much money is it per credit,1,true,
it says my security question answer is wrong but it shouldnt be,1,true,
can you make an appointment for me to visit the financial aid office tomorrow morning,1,false,
it desk hours,1,true,
it that up to date,1,true,
how does one refund their application,1,true,
i am a prospective graduate student when is the deadline for spring application,1,true,good
are engineering courses offered at st johns,1,true,bad
when are final grades due,2,true,
spring 2024 final grade deadline,1,false,
where the meal plan,1,true,
when is tuition due for fall 2024,1,true,
payment plans,4,true,
do you have a list of payment plan options,1,true,good
does st johns need an sat score,1,true,
self selection appointment,3,true,
how do i access my st johns email address,1,true,
where do i access my st johns email,1,false,
where is my st johns email,2,true,
yes do you have any majors relating on hospitality management,1,true,
how do i add a minor,2,false,
do i lose my scholarship if my gpa goes below a 30,1,false,
admission office email,1,true,good
what happens if i miss a final because im sick,1,false,
give me the email of the school structure,1,false,
give me the principal email of the school,1,false,
ap credit policy,1,true,
sat score submission,1,true,
specific test score required for ap credits,1,true,
business and management fee,1,false,
yearly fees,1,false,
how to transfer credits,1,true,
sign on website wont let me sign into my account,1,true,
i want to switch my major from biochemistry to nursing,1,false,
switching my major,1,true,
final grades,1,true,
how do i get to student portal,2,true,
uis loggin,1,false,
hospitality management program,1,true,
i wont receive an sms,1,true,
what are the numerical grades of a b c d f,1,true,
yes thank very much,1,true,
hello can you connect me to an admission counselor,1,false,
im not receiving a password reset code via text or call,1,true,
signon portal,1,true,
psychology deans email,1,true,
looking for masters program in english,1,false,
i need help with my housing application i received an email today that i have not completed it however i completed it yesterday,1,true,
i already submitted a deposit,1,false,
iwant to study civil engineering bachelor,1,false,
i need to talk to a veteran representative,1,false,
publications,1,true,
where can i pick up my cap and gown,1,true,
how do i set up an appointment with a counselor,1,true,
give me instructions,1,true,
what happens if i have a gpa below 30 while i have a scholarship,1,false,
how to move out,1,true,
forgot security answer,2,true,bad
for fall,2,true,
how do i apply for a single dorm,1,true,
suite housing,1,true,
what do do the following grades mean,1,true,
where is big interview,1,false,
phone number for the writing center,1,true,
how do i make an selfselection appointment,1,true,
help with email,1,false,
unable to login to my email,1,true,
i have not yet recieved it,1,false,
